[2025-10-21T00:27:11.520+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T00:27:11.542+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T00:05:00+00:00 [queued]>
[2025-10-21T00:27:11.547+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T00:05:00+00:00 [queued]>
[2025-10-21T00:27:11.547+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T00:27:11.556+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-10-21 00:05:00+00:00
[2025-10-21T00:27:11.564+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-10-21T00:05:00+00:00', '--job-id', '75', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpp__akvw8']
[2025-10-21T00:27:11.567+0000] {standard_task_runner.py:91} INFO - Job 75: Subtask download_minio
[2025-10-21T00:27:11.566+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=46739) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-21T00:27:11.569+0000] {standard_task_runner.py:64} INFO - Started process 46752 to run task
[2025-10-21T00:27:11.605+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T00:05:00+00:00 [running]> on host 247b7821f06b
[2025-10-21T00:27:11.668+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='jupudimanoj74@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T00:05:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-21T00:05:00+00:00'
[2025-10-21T00:27:11.669+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T00:27:11.989+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974267.json -> /tmp/minio_downloads/1760974267.json
[2025-10-21T00:27:11.995+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974274.json -> /tmp/minio_downloads/1760974274.json
[2025-10-21T00:27:12.001+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974282.json -> /tmp/minio_downloads/1760974282.json
[2025-10-21T00:27:12.005+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974289.json -> /tmp/minio_downloads/1760974289.json
[2025-10-21T00:27:12.010+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974296.json -> /tmp/minio_downloads/1760974296.json
[2025-10-21T00:27:12.014+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974303.json -> /tmp/minio_downloads/1760974303.json
[2025-10-21T00:27:12.019+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974311.json -> /tmp/minio_downloads/1760974311.json
[2025-10-21T00:27:12.023+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974318.json -> /tmp/minio_downloads/1760974318.json
[2025-10-21T00:27:12.027+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974325.json -> /tmp/minio_downloads/1760974325.json
