[2025-10-21T15:52:23.516+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T15:52:23.538+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T15:45:00+00:00 [queued]>
[2025-10-21T15:52:23.543+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T15:45:00+00:00 [queued]>
[2025-10-21T15:52:23.544+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T15:52:23.552+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-10-21 15:45:00+00:00
[2025-10-21T15:52:23.558+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-10-21T15:45:00+00:00', '--job-id', '108', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpqh8pk1f5']
[2025-10-21T15:52:23.561+0000] {standard_task_runner.py:91} INFO - Job 108: Subtask download_minio
[2025-10-21T15:52:23.560+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=75093) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-21T15:52:23.562+0000] {standard_task_runner.py:64} INFO - Started process 75103 to run task
[2025-10-21T15:52:23.599+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T15:45:00+00:00 [running]> on host 247b7821f06b
[2025-10-21T15:52:23.663+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='jupudimanoj74@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T15:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-21T15:45:00+00:00'
[2025-10-21T15:52:23.664+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T15:52:23.971+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974267.json -> /tmp/minio_downloads/1760974267.json
[2025-10-21T15:52:23.976+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974274.json -> /tmp/minio_downloads/1760974274.json
[2025-10-21T15:52:23.980+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974282.json -> /tmp/minio_downloads/1760974282.json
[2025-10-21T15:52:23.984+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974289.json -> /tmp/minio_downloads/1760974289.json
[2025-10-21T15:52:23.989+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974296.json -> /tmp/minio_downloads/1760974296.json
