[2025-10-21T09:36:11.768+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T09:36:11.789+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-10-21T06:25:00+00:00 [queued]>
[2025-10-21T09:36:11.794+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-10-21T06:25:00+00:00 [queued]>
[2025-10-21T09:36:11.794+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2025-10-21T09:36:11.803+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2025-10-21 06:25:00+00:00
[2025-10-21T09:36:11.810+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=63123) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-21T09:36:11.808+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2025-10-21T06:25:00+00:00', '--job-id', '94', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpnvzbnfdd']
[2025-10-21T09:36:11.811+0000] {standard_task_runner.py:91} INFO - Job 94: Subtask load_snowflake
[2025-10-21T09:36:11.811+0000] {standard_task_runner.py:64} INFO - Started process 63133 to run task
[2025-10-21T09:36:11.847+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-10-21T06:25:00+00:00 [running]> on host 247b7821f06b
[2025-10-21T09:36:11.909+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='jupudimanoj74@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T06:25:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-21T06:25:00+00:00'
[2025-10-21T09:36:11.911+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T09:36:11.931+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.10.14-linuxkit-aarch64-with-glibc2.36
[2025-10-21T09:36:11.932+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2025-10-21T09:36:14.884+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974267.json to Snowflake stage
[2025-10-21T09:36:15.063+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974274.json to Snowflake stage
[2025-10-21T09:36:15.372+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974282.json to Snowflake stage
[2025-10-21T09:36:15.492+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974289.json to Snowflake stage
[2025-10-21T09:36:15.604+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974296.json to Snowflake stage
[2025-10-21T09:36:15.727+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974303.json to Snowflake stage
[2025-10-21T09:36:15.867+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974311.json to Snowflake stage
[2025-10-21T09:36:15.998+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974318.json to Snowflake stage
[2025-10-21T09:36:16.115+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974325.json to Snowflake stage
[2025-10-21T09:36:16.256+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976264.json to Snowflake stage
[2025-10-21T09:36:16.372+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976271.json to Snowflake stage
[2025-10-21T09:36:16.503+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976279.json to Snowflake stage
[2025-10-21T09:36:16.639+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976286.json to Snowflake stage
[2025-10-21T09:36:16.760+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976293.json to Snowflake stage
[2025-10-21T09:36:16.890+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976300.json to Snowflake stage
[2025-10-21T09:36:17.018+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976308.json to Snowflake stage
[2025-10-21T09:36:17.163+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976315.json to Snowflake stage
[2025-10-21T09:36:17.278+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976322.json to Snowflake stage
[2025-10-21T09:36:17.404+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976329.json to Snowflake stage
[2025-10-21T09:36:17.540+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976336.json to Snowflake stage
[2025-10-21T09:36:17.663+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976343.json to Snowflake stage
[2025-10-21T09:36:17.789+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976351.json to Snowflake stage
[2025-10-21T09:36:17.910+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976358.json to Snowflake stage
[2025-10-21T09:36:18.063+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976365.json to Snowflake stage
[2025-10-21T09:36:18.201+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976372.json to Snowflake stage
[2025-10-21T09:36:18.349+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976379.json to Snowflake stage
[2025-10-21T09:36:18.501+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976386.json to Snowflake stage
[2025-10-21T09:36:18.647+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976393.json to Snowflake stage
[2025-10-21T09:36:18.779+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976401.json to Snowflake stage
