[2025-10-21T04:15:01.779+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T04:15:01.801+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-10-20T22:00:00+00:00 [queued]>
[2025-10-21T04:15:01.806+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-10-20T22:00:00+00:00 [queued]>
[2025-10-21T04:15:01.806+0000] {taskinstance.py:2306} INFO - Starting attempt 2 of 2
[2025-10-21T04:15:01.815+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_snowflake> on 2025-10-20 22:00:00+00:00
[2025-10-21T04:15:01.820+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'load_snowflake', 'scheduled__2025-10-20T22:00:00+00:00', '--job-id', '82', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmp8b8t_h4i']
[2025-10-21T04:15:01.823+0000] {standard_task_runner.py:91} INFO - Job 82: Subtask load_snowflake
[2025-10-21T04:15:01.822+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=53639) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-21T04:15:01.824+0000] {standard_task_runner.py:64} INFO - Started process 53649 to run task
[2025-10-21T04:15:01.859+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.load_snowflake scheduled__2025-10-20T22:00:00+00:00 [running]> on host 247b7821f06b
[2025-10-21T04:15:01.922+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='jupudimanoj74@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='load_snowflake' AIRFLOW_CTX_EXECUTION_DATE='2025-10-20T22:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='2' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-20T22:00:00+00:00'
[2025-10-21T04:15:01.922+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T04:15:01.942+0000] {connection.py:408} INFO - Snowflake Connector for Python Version: 3.11.0, Python Version: 3.12.4, Platform: Linux-6.10.14-linuxkit-aarch64-with-glibc2.36
[2025-10-21T04:15:01.942+0000] {connection.py:1258} INFO - This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
[2025-10-21T04:15:03.950+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974267.json to Snowflake stage
[2025-10-21T04:15:04.267+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974274.json to Snowflake stage
[2025-10-21T04:15:04.406+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974282.json to Snowflake stage
[2025-10-21T04:15:04.584+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974289.json to Snowflake stage
[2025-10-21T04:15:04.735+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974296.json to Snowflake stage
[2025-10-21T04:15:04.933+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974303.json to Snowflake stage
[2025-10-21T04:15:05.077+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974311.json to Snowflake stage
[2025-10-21T04:15:05.557+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974318.json to Snowflake stage
[2025-10-21T04:15:05.764+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760974325.json to Snowflake stage
[2025-10-21T04:15:05.922+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976264.json to Snowflake stage
[2025-10-21T04:15:06.100+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976271.json to Snowflake stage
[2025-10-21T04:15:06.482+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976279.json to Snowflake stage
[2025-10-21T04:15:06.629+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976286.json to Snowflake stage
[2025-10-21T04:15:06.777+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976293.json to Snowflake stage
[2025-10-21T04:15:06.918+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976300.json to Snowflake stage
[2025-10-21T04:15:07.135+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976308.json to Snowflake stage
[2025-10-21T04:15:07.313+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976315.json to Snowflake stage
[2025-10-21T04:15:07.467+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976322.json to Snowflake stage
[2025-10-21T04:15:07.616+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976329.json to Snowflake stage
[2025-10-21T04:15:07.756+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976336.json to Snowflake stage
[2025-10-21T04:15:07.952+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976343.json to Snowflake stage
[2025-10-21T04:15:08.095+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976351.json to Snowflake stage
[2025-10-21T04:15:08.216+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976358.json to Snowflake stage
[2025-10-21T04:15:08.386+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976365.json to Snowflake stage
[2025-10-21T04:15:08.533+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976372.json to Snowflake stage
[2025-10-21T04:15:08.685+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976379.json to Snowflake stage
[2025-10-21T04:15:08.866+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976386.json to Snowflake stage
[2025-10-21T04:15:09.036+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976393.json to Snowflake stage
[2025-10-21T04:15:09.164+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976401.json to Snowflake stage
[2025-10-21T04:15:09.301+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976408.json to Snowflake stage
[2025-10-21T04:15:09.454+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976415.json to Snowflake stage
[2025-10-21T04:15:09.598+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976422.json to Snowflake stage
[2025-10-21T04:15:09.734+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976429.json to Snowflake stage
[2025-10-21T04:15:09.879+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976436.json to Snowflake stage
[2025-10-21T04:15:10.079+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976444.json to Snowflake stage
[2025-10-21T04:15:10.228+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976451.json to Snowflake stage
[2025-10-21T04:15:10.377+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976458.json to Snowflake stage
[2025-10-21T04:15:10.516+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976465.json to Snowflake stage
[2025-10-21T04:15:10.669+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976472.json to Snowflake stage
[2025-10-21T04:15:10.870+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976480.json to Snowflake stage
[2025-10-21T04:15:11.022+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976487.json to Snowflake stage
[2025-10-21T04:15:11.176+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976494.json to Snowflake stage
[2025-10-21T04:15:11.303+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976501.json to Snowflake stage
[2025-10-21T04:15:11.464+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976508.json to Snowflake stage
[2025-10-21T04:15:11.704+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976516.json to Snowflake stage
[2025-10-21T04:15:11.895+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976523.json to Snowflake stage
[2025-10-21T04:15:12.017+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976530.json to Snowflake stage
[2025-10-21T04:15:12.190+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976537.json to Snowflake stage
[2025-10-21T04:15:12.344+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976544.json to Snowflake stage
[2025-10-21T04:15:12.507+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976551.json to Snowflake stage
[2025-10-21T04:15:12.703+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976559.json to Snowflake stage
[2025-10-21T04:15:12.897+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976566.json to Snowflake stage
[2025-10-21T04:15:13.024+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976573.json to Snowflake stage
[2025-10-21T04:15:13.168+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976580.json to Snowflake stage
[2025-10-21T04:15:13.858+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976587.json to Snowflake stage
[2025-10-21T04:15:14.146+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976594.json to Snowflake stage
[2025-10-21T04:15:14.295+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976601.json to Snowflake stage
[2025-10-21T04:15:14.445+0000] {logging_mixin.py:188} INFO - Uploaded /tmp/minio_downloads/1760976609.json to Snowflake stage
