[2025-10-21T07:18:48.484+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-10-21T07:18:48.505+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T07:10:00+00:00 [queued]>
[2025-10-21T07:18:48.510+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T07:10:00+00:00 [queued]>
[2025-10-21T07:18:48.510+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2025-10-21T07:18:48.519+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): download_minio> on 2025-10-21 07:10:00+00:00
[2025-10-21T07:18:48.525+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'minio_to_snowflake', 'download_minio', 'scheduled__2025-10-21T07:10:00+00:00', '--job-id', '87', '--raw', '--subdir', 'DAGS_FOLDER/minio_to_snowflake.py', '--cfg-path', '/tmp/tmpku1sd_4t']
[2025-10-21T07:18:48.526+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=56399) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-10-21T07:18:48.527+0000] {standard_task_runner.py:91} INFO - Job 87: Subtask download_minio
[2025-10-21T07:18:48.527+0000] {standard_task_runner.py:64} INFO - Started process 56409 to run task
[2025-10-21T07:18:48.564+0000] {task_command.py:426} INFO - Running <TaskInstance: minio_to_snowflake.download_minio scheduled__2025-10-21T07:10:00+00:00 [running]> on host 247b7821f06b
[2025-10-21T07:18:48.626+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='jupudimanoj74@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='minio_to_snowflake' AIRFLOW_CTX_TASK_ID='download_minio' AIRFLOW_CTX_EXECUTION_DATE='2025-10-21T07:10:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-10-21T07:10:00+00:00'
[2025-10-21T07:18:48.627+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-10-21T07:18:48.930+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974267.json -> /tmp/minio_downloads/1760974267.json
[2025-10-21T07:18:48.935+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974274.json -> /tmp/minio_downloads/1760974274.json
[2025-10-21T07:18:48.939+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974282.json -> /tmp/minio_downloads/1760974282.json
[2025-10-21T07:18:48.943+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974289.json -> /tmp/minio_downloads/1760974289.json
[2025-10-21T07:18:48.947+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974296.json -> /tmp/minio_downloads/1760974296.json
[2025-10-21T07:18:48.951+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974303.json -> /tmp/minio_downloads/1760974303.json
[2025-10-21T07:18:48.955+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974311.json -> /tmp/minio_downloads/1760974311.json
[2025-10-21T07:18:48.959+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974318.json -> /tmp/minio_downloads/1760974318.json
[2025-10-21T07:18:48.963+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760974325.json -> /tmp/minio_downloads/1760974325.json
[2025-10-21T07:18:48.967+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976264.json -> /tmp/minio_downloads/1760976264.json
[2025-10-21T07:18:48.970+0000] {logging_mixin.py:188} INFO - Downloaded AAPL/1760976271.json -> /tmp/minio_downloads/1760976271.json
